domain,country,level,un_status,region,languages,gdp_per_capita,name,score,sources,mx
quantum.gov,USA_united_states,central,member,Americas,English,84534,,,,none
queretaro.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Querétaro (estado),,registry,
quirinale.it,ITA_italy,central,member,Europe,Italian; Catalan,43309,,,,none
rajasthan.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Rajasthan,,registry,
rajexcise.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Excise Department (Rajasthan),,registry,
rajivswagruhaap.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Rajiv Swagruha Corporation (Andhra Pradesh),,registry,
rajpolice.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Rajasthan Police,,registry,
ramsasen.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
ratingreviewni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Rating review Northern Ireland,,registry,
rcahmw.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Royal Commission on Ancient and Historical Monuments of Wales,,registry,
rcfl.gov,USA_united_states,central,member,Americas,English,84534,,,,none
rdm.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
reach.gov,USA_united_states,central,member,Americas,English,84534,,,,none
read.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ready.gov,USA_united_states,central,member,Americas,English,84534,,,,none
readybusiness.gov,USA_united_states,central,member,Americas,English,84534,,,,none
reaganlibrary.gov,USA_united_states,central,member,Americas,English,84534,,,,none
realestatesales.gov,USA_united_states,central,member,Americas,English,84534,,,,none
realfood.gov,USA_united_states,central,member,Americas,English,84534,,,,none
realpropertyprofile.gov,USA_united_states,central,member,Americas,English,84534,,,,none
rec.gov,USA_united_states,central,member,Americas,English,84534,,,,none
recalls.gov,USA_united_states,central,member,Americas,English,84534,,,,none
recordsmanagement.gov,USA_united_states,central,member,Americas,English,84534,,,,10 us.etp.fireeyegov.com.
recoverymonth.gov,USA_united_states,central,member,Americas,English,84534,,,,none
recreation.gov,USA_united_states,central,member,Americas,English,84534,,,,none
redundancyni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Redundancy payments NI,,registry,
reentry.gov,USA_united_states,central,member,Americas,English,84534,,,,none
regelradet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
regeringen.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,10 .
regeringen.se,SWE_sweden,central,member,Europe,Swedish,63133,,,,10 uller.mta.ministry.se.
regierung.li,LIE_liechtenstein,central,member,Europe,German,220167,,,,10 mailgw20.llv.li.
reginfo.gov,USA_united_states,central,member,Americas,English,84534,,,,none
regjeringen.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,none
regjeringsadvokaten.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
regulacionsanitarianl.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Regulación Sanitaria de Nuevo León,,registry,
regulations.gov,USA_united_states,central,member,Americas,English,84534,,,,none
relocatefeds.gov,USA_united_states,central,member,Americas,English,84534,,,,none
rentascordoba.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Rentas Córdoba - Dirección General de Rentas (Córdoba),,registry,
rentasjujuy.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Dirección Provincial de Rentas de Jujuy,,registry,
rentasjujuyonline.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Dirección Provincial de Rentas de Jujuy (servicios en línea),,registry,
rentofficer-ni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,,,registry,
reportband.gov,USA_united_states,central,member,Americas,English,84534,,,,none
reporting.gov,USA_united_states,central,member,Americas,English,84534,,,,none
reproductivehealthservices.gov,USA_united_states,central,member,Americas,English,84534,,,,none
repssbc.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Régimen Estatal de Protección Social en Salud de Baja California,,registry,
republicanleader.gov,USA_united_states,central,member,Americas,English,84534,,,,none
republicans.gov,USA_united_states,central,member,Americas,English,84534,,,,none
republicanwhip.gov,USA_united_states,central,member,Americas,English,84534,,,,none
research.gov,USA_united_states,central,member,Americas,English,84534,,,,none
restorethegulf.gov,USA_united_states,central,member,Americas,English,84534,,,,none
rideelectric.gov,USA_united_states,central,member,Americas,English,84534,,,,none
riigikogu.ee,EST_estonia,central,member,Europe,Estonian,34418,,,,10 ns.riigikogu.ee.; 10 enos.riigikogu.ee.
rijksoverheid.nl,NLD_netherlands,central,member,Europe,Dutch,67520,,,,10 mail2.ssonet.nl.; 10 mail.ssonet.nl.
riksadvokaten.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
riksantikvaren.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
riksdagen.se,SWE_sweden,central,member,Europe,Swedish,63133,,,,5 mailgw2.riksdagen.se.; 5 mailgw.riksdagen.se.; 5 mailgw3.riksdagen.se.
riksmekleren.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
riksrevisjonen.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
riksteatret.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
rionegro.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Provincia de Río Negro,,registry,
rivers.gov,USA_united_states,central,member,Americas,English,84534,,,,none
riversstate.gov.ng,NGA_nigeria,central-1,member,Africa,English,1084,Rivers State,,registry,
rizeozelidare.gov.tr,TUR_turkey,central-1,member,Asia,Turkish,15893,Rize İl Özel İdaresi,,registry,
rj.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Rio de Janeiro,,registry,
rl.gov,USA_united_states,central,member,Americas,English,84534,,,,none
rn.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Rio Grande do Norte,,registry,
ro.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Rondônia,,registry,
roadworksscotland.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Road Works Commissioner,,registry,
robodeidentidad.gov,USA_united_states,central,member,Americas,English,84534,,,,none
rocis.gov,USA_united_states,central,member,Americas,English,84534,,,,none
rogaland-teater.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
romdirektoratet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
ros.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Registers of Scotland,,registry,
rpa.gov,USA_united_states,central,member,Americas,English,84534,,,,none
rpo.gov,USA_united_states,central,member,Americas,English,84534,,,,none
rr.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Roraima,,registry,
rrb.gov,USA_united_states,central,member,Americas,English,84534,,,,none
rs.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Rio Grande do Sul,,registry,
rural.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ruralni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Rural NI (DAERA),,registry,
sa.gov.au,AUS_australia,central-1,member,Oceania,English,65130,South Australia,,registry,
saas.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Student Awards Agency for Scotland,,registry,
sabah.gov.my,MYS_malaysia,central-1,member,Asia,English; Malay,13125,Sabah,,registry,
sac.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sadm.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Servicios de Agua y Drenaje de Monterrey (organismo estatal de Nuevo León),,registry,
saeima.lv,LVA_latvia,central,member,Europe,Latvian,26312,,,,10 spaceship2.saeima.lv.; 5 spaceship.saeima.lv.
saemiensijte.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
safecar.gov,USA_united_states,central,member,Americas,English,84534,,,,none
safecom.gov,USA_united_states,central,member,Americas,English,84534,,,,none
safedc.gov,USA_united_states,central,member,Americas,English,84534,,,,none
safeocs.gov,USA_united_states,central,member,Americas,English,84534,,,,none
safercar.gov,USA_united_states,central,member,Americas,English,84534,,,,none
saferproduct.gov,USA_united_states,central,member,Americas,English,84534,,,,none
saferproducts.gov,USA_united_states,central,member,Americas,English,84534,,,,none
safertruck.gov,USA_united_states,central,member,Americas,English,84534,,,,none
safetyact.gov,USA_united_states,central,member,Americas,English,84534,,,,none
safetyvideos.gov,USA_united_states,central,member,Americas,English,84534,,,,none
safgrandchallenge.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sais.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Avalanche Information Service,,registry,
salmonrecovery.gov,USA_united_states,central,member,Americas,English,84534,,,,none
salta.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Provincia de Salta,,registry,
saludmentalragone.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Hospital de Salud Mental Dr. Miguel Ragone (Salta),,registry,
saludnqn.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Ministerio de Salud de la Provincia del Neuquén,,registry,
saludsonora.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Servicios de Salud del Estado de Sonora,,registry,
saludtlax.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Salud del Estado de Tlaxcala,,registry,
sam.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sam.lt,LTU_lithuania,central,member,Europe,Lithuanian,32959,,,,0 sam-lt.mail.protection.outlook.com.; 10 mail.sam.lt.
samediggi.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
samhsa.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sandia.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sanidad.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,0 mx.msc.es.; 20 mxres.msc.es.
sanjuan.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Provincia de San Juan,,registry,
sanluis.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Provincia de San Luis,,registry,
santacruz.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Provincia de Santa Cruz,,registry,
santacruzpatagonia.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Portal turístico de la Provincia de Santa Cruz,,registry,
santafe.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Provincia de Santa Fe,,registry,
santafelavieja.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Parque Arqueológico Santa Fe La Vieja (Santa Fe),,registry,
sarawak.gov.my,MYS_malaysia,central-1,member,Asia,English; Malay,13125,Sarawak,,registry,
sasa.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Science and Advice for Scottish Agriculture,,registry,
saveamerica.gov,USA_united_states,central,member,Americas,English,84534,,,,none
savingsbond.gov,USA_united_states,central,member,Americas,English,84534,,,,none
savingsbonds.gov,USA_united_states,central,member,Americas,English,84534,,,,none
savingsbondwizard.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sba.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sbir.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sbrc.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mx1.emailsrvr.com.; 20 mx2.emailsrvr.com.
sbst.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sc-l-tax.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Sichuan Local Taxation,,registry,
sc-us.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sc.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Santa Catarina,,registry,
sc.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Sichuan,,registry,
scaudit.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Sichuan Audit Office,,registry,
scga.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Sichuan Public Security Department,,registry,
schoolsafety.gov,USA_united_states,central,member,Americas,English,84534,,,,none
scidac.gov,USA_united_states,central,member,Americas,English,84534,,,,none
science.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sciencebase.gov,USA_united_states,central,member,Americas,English,84534,,,,none
scijinks.gov,USA_united_states,central,member,Americas,English,84534,,,,none
scinet-test.gov,USA_united_states,central,member,Americas,English,84534,,,,none
scinet.gov,USA_united_states,central,member,Americas,English,84534,,,,none
scofcom.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Sichuan Department of Commerce,,registry,
scot.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Government,,registry,
scotcourts.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Courts and Tribunals Service,,registry,
scotcourtstribunals.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Courts and Tribunals Service,,registry,
scotland.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Government (legacy domain),,registry,
scotlandontap.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Water campaign,,registry,
scotlandscensus.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scotland's Census,,registry,
scotlandsfinancialhealthservice.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scotland's Financial Health Service,,registry,
scotlandshouseprices.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scotland's house prices (Registers of Scotland),,registry,
scotlandspeople.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,ScotlandsPeople (National Records of Scotland),,registry,
scotlandsplaces.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,ScotlandsPlaces,,registry,
scotlawcom.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Law Commission,,registry,
scottishboundaries.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Boundaries Scotland,,registry,
scottishchildcare.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish childcare information service,,registry,
scottishciviljusticecouncil.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Civil Justice Council,,registry,
scottishelectoralregister.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish electoral registration,,registry,
scottishfamilies.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Families (justice service),,registry,
scottishflooddefences.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish flood defences,,registry,
scottishhousingregulator.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Housing Regulator,,registry,
scpta.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Sichuan Personnel Testing Authority,,registry,
scra.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Children's Reporter Administration,,registry,
scrbbihar.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,State Crime Records Bureau (Bihar),,registry,
scrc.gov,USA_united_states,central,member,Americas,English,84534,,,,none
screwworm.gov,USA_united_states,central,member,Americas,English,84534,,,,none
scsafety.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Sichuan Work Safety Administration,,registry,
scta.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Sichuan Tourism Administration,,registry,
scus.gov,USA_united_states,central,member,Americas,English,84534,,,,none
scuspd.gov,USA_united_states,central,member,Americas,English,84534,,,,none
scwater.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Sichuan Water Resources Department,,registry,
sd.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shandong (variant domain),,registry,
sde.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Provincia de Santiago del Estero,,registry,
sdir.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sdr.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sdrguerrero.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Desarrollo Rural de Guerrero,,registry,
se.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Sergipe,,registry,
search.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sec.gov,USA_united_states,central,member,Americas,English,84534,,,,none
secogem.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de la Contraloría del Estado de México,,registry,
secomver.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Comunicaciones del Estado de Veracruz,,registry,
secretservice.gov,USA_united_states,central,member,Americas,English,84534,,,,none
section108.gov,USA_united_states,central,member,Americas,English,84534,,,,none
section508.gov,USA_united_states,central,member,Americas,English,84534,,,,none
secturveracruz.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Turismo del Estado de Veracruz,,registry,
securite-sociale.fr,FRA_france,central,member,Europe,French,48986,,,,0 securitesociale-fr02b.mail.protection.outlook.com.
securitytestfan.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sedsh.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Executive Development Department,,registry,
sefiplan.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Finanzas y Planeación de Veracruz,,registry,
seg-gto.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Educación de Guanajuato,,registry,
seg.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Educación de Guanajuato,,registry,
segey.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Educación del Gobierno del Estado de Yucatán,,registry,
seguridadbc.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Seguridad Pública del Estado de Baja California,,registry,
seguridadconsumidor.gov,USA_united_states,central,member,Americas,English,84534,,,,none
segurosocial.gov,USA_united_states,central,member,Americas,English,84534,,,,none
seized.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sel-fjellstyre.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
selangor.gov.my,MYS_malaysia,central-1,member,Asia,English; Malay,13125,Selangor,,registry,
selectagents.gov,USA_united_states,central,member,Americas,English,84534,,,,none
selectusa.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sell2wales.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Sell2Wales (Welsh Government procurement),,registry,
semiconductors.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sen.gov,USA_united_states,central,member,Americas,English,84534,,,,none
senado.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,none
senadodecatamarca.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Senado de Catamarca,,registry,
senate.gov,USA_united_states,central,member,Americas,English,84534,,,,none
senatecalendar.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sengager.fr,FRA_france,central,member,Europe,French,48986,,,,5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.; 10 aspmx3.googlemail.com.; 5 alt1.aspmx.l.google.com.; 10 aspmx2.googlemail.com.
sentinel.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sepa.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Environment Protection Agency,,registry,
sepb.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Environmental Protection Bureau,,registry,
serve.gov,USA_united_states,central,member,Americas,English,84534,,,,none
servicemembers.gov,USA_united_states,central,member,Americas,English,84534,,,,none
setyde.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Turismo y Desarrollo Económico de Tlaxcala,,registry,
sf-nayarit.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Finanzas de Nayarit,,registry,
sfapuebla.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Finanzas y Administración de Puebla,,registry,
sfcoahuila.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Finanzas de Coahuila,,registry,
sftool.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sg.gov.lk,LKA_sri_lanka,central-1,member,Asia,Sinhala; Tamil,5002,Sabaragamuwa Province,,registry,
sh.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai (variant domain),,registry,
shaanxi.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shaanxi,,registry,
shagri.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Agriculture Commission,,registry,
shandong.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shandong,,registry,
shanghai.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai,,registry,
shanghailaw.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Legal Publicity Office,,registry,
shanghaiwater.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Water Authority,,registry,
shanxi.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanxi,,registry,
sharedresourceservicewales.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Shared Resource Service Wales,,registry,
sharetheroadsafely.gov,USA_united_states,central,member,Americas,English,84534,,,,none
shdrc.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Development and Reform Commission,,registry,
sheitc.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Economy and Informatization Commission,,registry,
shfao.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Foreign Affairs Office,,registry,
shfda.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Food and Drug Administration,,registry,
shgrain.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Grain Bureau,,registry,
shgtj.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Land and Resources Bureau,,registry,
shgzw.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai SASAC,,registry,
shmec.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Education Commission,,registry,
shmzj.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Civil Affairs Bureau,,registry,
shsafety.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Work Safety Administration,,registry,
shsports.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shanghai Sports Bureau,,registry,
sierrawild.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sigpr.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sikkim.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Sikkim,,registry,
sikkimssdg.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Sikkim State Service Delivery Gateway,,registry,
sikkimtax.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Commercial Taxes Division (Sikkim),,registry,
sikkimtender.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Sikkim e-procurement,,registry,
simplereport.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sinaloa.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Sinaloa (estado),,registry,
sisanjuan.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Portal oficial del Gobierno de San Juan (Si San Juan),,registry,
siseministeerium.ee,EST_estonia,central,member,Europe,Estonian,34418,,,,10 mx1.smit.ee.; 20 mx2.smit.ee.; 30 mx3.smit.ee.
sismo.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
siv.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sivasilozelidaresi.gov.tr,TUR_turkey,central-1,member,Asia,Turkish,15893,Sivas İl Özel İdaresi,,registry,
sivasozelidare.gov.tr,TUR_turkey,central-1,member,Asia,Turkish,15893,Sivas İl Özel İdaresi (variante),,registry,
sivilombudet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sivilrett.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
sji.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sjt.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
skatteetaten.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
skm.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,10 skm-dk.i-v1.mx.microsoft.
skm.stat.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
skogtiltaksfondet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
slgs.gov,USA_united_states,central,member,Americas,English,84534,,,,none
slottet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
slp.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,San Luis Potosí (estado),,registry,
slpfinanzas.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Secretaría de Finanzas de San Luis Potosí,,registry,
sm.ee,EST_estonia,central,member,Europe,Estonian,34418,,,,10 mail1.rit.ee.; 20 mail3.rit.ee.
smart.gov,USA_united_states,central,member,Americas,English,84534,,,,none
smartcheck.gov,USA_united_states,central,member,Americas,English,84534,,,,none
smartgrid.gov,USA_united_states,central,member,Americas,English,84534,,,,none
smithsonian.gov,USA_united_states,central,member,Americas,English,84534,,,,none
smm.lt,LTU_lithuania,central,member,Europe,Lithuanian,32959,,,,0 smm-lt.mail.protection.outlook.com.
smokefree.gov,USA_united_states,central,member,Americas,English,84534,,,,none
snasafjellstyre.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
snedu.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Shaanxi Education Department,,registry,
snh.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scottish Natural Heritage,,registry,
sns.gov,USA_united_states,central,member,Americas,English,84534,,,,none
soarc.gov,USA_united_states,central,member,Americas,English,84534,,,,none
socialsecurity.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sodir.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
soils-scotland.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Scotland's soils (Scottish Government),,registry,
sokotostate.gov.ng,NGA_nigeria,central-1,member,Africa,English,1084,Sokoto State,,registry,
solardecathlon.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sonora.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Sonora (estado),,registry,
sotu.gov,USA_united_states,central,member,Americas,English,84534,,,,none
sp.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,São Paulo,,registry,
sp.gov.lk,LKA_sri_lanka,central-1,member,Asia,Sinhala; Tamil,5002,Southern Province,,registry,
spaceweather.gov,USA_united_states,central,member,Americas,English,84534,,,,none
spark.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,SPARK payroll system (Kerala),,registry,
