domain,kind,country,level
burcotandcliftonhampden-pc.gov.uk,exclude,GBR_united_kingdom,local
burdur-bld.gov.tr,exclude,TUR_turkey,local
bureshamlet-pc.gov.uk,exclude,GBR_united_kingdom,local
buresstmary-pc.gov.uk,exclude,GBR_united_kingdom,local
burford-tc.gov.uk,exclude,GBR_united_kingdom,local
burfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burgesshill.gov.uk,exclude,GBR_united_kingdom,local
burghcastle-pc.gov.uk,exclude,GBR_united_kingdom,local
burghclereparish.gov.uk,exclude,GBR_united_kingdom,local
burghfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burghillparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burghlemarsh-tc.gov.uk,exclude,GBR_united_kingdom,local
burghtuttington-pc.gov.uk,exclude,GBR_united_kingdom,local
burghwallisparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burlandandactonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burlescombeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burleyinwharfedale-pc.gov.uk,exclude,GBR_united_kingdom,local
burleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burnastonparish.gov.uk,exclude,GBR_united_kingdom,local
burneside-pc.gov.uk,exclude,GBR_united_kingdom,local
burneston-pc.gov.uk,exclude,GBR_united_kingdom,local
burnham-highbridge-tc.gov.uk,exclude,GBR_united_kingdom,local
burnhammarketparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burnhamoncrouchtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
burnhamovery-pc.gov.uk,exclude,GBR_united_kingdom,local
burnhamparish.gov.uk,exclude,GBR_united_kingdom,local
burnhamthorpe-pc.gov.uk,exclude,GBR_united_kingdom,local
burnhope-pc.gov.uk,exclude,GBR_united_kingdom,local
burnistonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burnley.gov.uk,exclude,GBR_united_kingdom,local
burntwood-tc.gov.uk,exclude,GBR_united_kingdom,local
burrator.gov.uk,exclude,GBR_united_kingdom,local
burringhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burrington-pc.gov.uk,exclude,GBR_united_kingdom,local
burrowparish.gov.uk,exclude,GBR_united_kingdom,local
bursledon-pc.gov.uk,exclude,GBR_united_kingdom,local
burstall-pc.gov.uk,exclude,GBR_united_kingdom,local
burstonandshimplingparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burstowparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burstwickpc.gov.uk,exclude,GBR_united_kingdom,local
burtleparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burton-in-kendal-pc.gov.uk,exclude,GBR_united_kingdom,local
burtonagnesparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burtonandwinktonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burtonbradstock-pc.gov.uk,exclude,GBR_united_kingdom,local
burtoncommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
burtoncotesprestwold-pc.gov.uk,exclude,GBR_united_kingdom,local
burtoncumwalden-pc.gov.uk,exclude,GBR_united_kingdom,local
burtondassett-pc.gov.uk,exclude,GBR_united_kingdom,local
burtongreenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burtoninlonsdaleparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burtonjoyceparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burtonlatimertown.gov.uk,exclude,GBR_united_kingdom,local
burtonleonard-pc.gov.uk,exclude,GBR_united_kingdom,local
burtonoverypc.gov.uk,exclude,GBR_united_kingdom,local
burtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burtonpedwardineparish.gov.uk,exclude,GBR_united_kingdom,local
burtonsalmon-pc.gov.uk,exclude,GBR_united_kingdom,local
burtonuponstatherparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burwardsley-pc.gov.uk,exclude,GBR_united_kingdom,local
burwarton-pc.gov.uk,exclude,GBR_united_kingdom,local
burwashparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burwellparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
bury.gov.uk,exclude,GBR_united_kingdom,local
buryparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
burystedmunds-tc.gov.uk,exclude,GBR_united_kingdom,local
bush41library.gov,subtree,USA_united_states,central
bushleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
business.gov,subtree,USA_united_states,central
businessdefense.gov,subtree,USA_united_states,central
butlersmarstonparish.gov.uk,exclude,GBR_united_kingdom,local
butleycsaandwantisden-pc.gov.uk,exclude,GBR_united_kingdom,local
butterwick-pc.gov.uk,exclude,GBR_united_kingdom,local
buxhall-pc.gov.uk,exclude,GBR_united_kingdom,local
buxted-pc.gov.uk,exclude,GBR_united_kingdom,local
buxtedparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
buyamerican.gov,subtree,USA_united_states,central
buywithconfidence.gov.uk,exclude,GBR_united_kingdom,local
bvhn.no,subtree,NOR_norway,central
bwk-pc.gov.uk,exclude,GBR_united_kingdom,local
byfield-pc.gov.uk,exclude,GBR_united_kingdom,local
bygraveparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
byland-pc.gov.uk,exclude,GBR_united_kingdom,local
bythornkeyston-pc.gov.uk,exclude,GBR_united_kingdom,local
bywellparish.gov.uk,exclude,GBR_united_kingdom,local
cabalango.gob.ar,exclude,ARG_argentina,local
cadc.gov.in,exclude,IND_india,local
caddingtonparish.gov.uk,exclude,GBR_united_kingdom,local
cadebyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
cadpemichoacan.gob.mx,exact,MEX_mexico,central-1
caerdydd.gov.uk,exclude,GBR_united_kingdom,local
caerffili.gov.uk,exclude,GBR_united_kingdom,local
caerphilly.gov.uk,exclude,GBR_united_kingdom,local
cafesg.gob.ar,exact,ARG_argentina,central-1
caiapark.gov.uk,exclude,GBR_united_kingdom,local
cainscross-pc.gov.uk,exclude,GBR_united_kingdom,local
cainscrosstowncouncil.gov.uk,exclude,GBR_united_kingdom,local
caisterparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
caistortowncouncil.gov.uk,exclude,GBR_united_kingdom,local
cajeme.gob.mx,exclude,MEX_mexico,local
calbourneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
caldecote.gov.uk,exclude,GBR_united_kingdom,local
caldecott-pc.gov.uk,exclude,GBR_united_kingdom,local
calderbridgeandponsonby-pc.gov.uk,exclude,GBR_united_kingdom,local
calderdale.gov.uk,exclude,GBR_united_kingdom,local
calimaya.gob.mx,exclude,MEX_mexico,local
callington-tc.gov.uk,exclude,GBR_united_kingdom,local
callowhaywood-gpc.gov.uk,exclude,GBR_united_kingdom,local
calne.gov.uk,exclude,GBR_united_kingdom,local
calnewithout-pc.gov.uk,exclude,GBR_united_kingdom,local
calowparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
calstockparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
calvertgreenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
calvertonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
camberparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
camborne-tc.gov.uk,exclude,GBR_united_kingdom,local
cambourneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
cambournetowncouncil.gov.uk,exclude,GBR_united_kingdom,local
cambridge.gov.uk,exclude,GBR_united_kingdom,local
cambridgeshire-pcc.gov.uk,exclude,GBR_united_kingdom,local
cambridgeshire.gov.uk,exclude,GBR_united_kingdom,local
cambridgeshirepeterborough-ca.gov.uk,exclude,GBR_united_kingdom,local
cambs-peterborough-alc.gov.uk,exclude,GBR_united_kingdom,local
cambsfire.gov.uk,exclude,GBR_united_kingdom,local
camden.gov.uk,exclude,GBR_united_kingdom,local
camelford-tc.gov.uk,exclude,GBR_united_kingdom,local
camertonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
camiloaldao.gob.ar,exclude,ARG_argentina,local
campana.gob.ar,exclude,ARG_argentina,local
camparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
campbell-park.gov.uk,exclude,GBR_united_kingdom,local
campeche.gob.mx,exact,MEX_mexico,central-1
campogrande.gob.ar,exclude,ARG_argentina,local
campseaashe-pc.gov.uk,exclude,GBR_united_kingdom,local
camptonandchicksands-pc.gov.uk,exclude,GBR_united_kingdom,local
campusdrugprevention.gov,subtree,USA_united_states,central
camvale-pc.gov.uk,exclude,GBR_united_kingdom,local
canada.ca,subtree,CAN_canada,central
cancer.gov,subtree,USA_united_states,central
cancun.gob.mx,exclude,MEX_mexico,local
candm-pc.gov.uk,exclude,GBR_united_kingdom,local
canewdonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
cannockchasedc.gov.uk,exclude,GBR_united_kingdom,local
cannockwoodparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
canterbury.gov.uk,exclude,GBR_united_kingdom,local
cantleylimpenhoesouthwood-pc.gov.uk,exclude,GBR_united_kingdom,local
cantleywithbrantonparish.gov.uk,exclude,GBR_united_kingdom,local
canuelas.gob.ar,exclude,ARG_argentina,local
canveyisland-tc.gov.uk,exclude,GBR_united_kingdom,local
canwick-pc.gov.uk,exclude,GBR_united_kingdom,local
cao.gov,subtree,USA_united_states,central
cap.gov,subtree,USA_united_states,central
capel-pc.gov.uk,exclude,GBR_united_kingdom,local
capelparish.gov.uk,exclude,GBR_united_kingdom,local
capelstmaryparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
capenhurstandledsham-pc.gov.uk,exclude,GBR_united_kingdom,local
capheatonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
capital.gov,subtree,USA_united_states,central
capitalgiftshop.gov,subtree,USA_united_states,central
capitol.gov,subtree,USA_united_states,central
capitolgiftshop.gov,subtree,USA_united_states,central
capnhq.gov,subtree,USA_united_states,central
carbrooke-pc.gov.uk,exclude,GBR_united_kingdom,local
cardiff.gov.uk,exclude,GBR_united_kingdom,local
cardiffcapitalregion.gov.uk,exclude,GBR_united_kingdom,local
cardingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
cardingtonparishcouncilshropshire.gov.uk,exclude,GBR_united_kingdom,local
cardinhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
carewcommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
carhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
carhamptonpc.gov.uk,exclude,GBR_united_kingdom,local
carlbyparish.gov.uk,exclude,GBR_united_kingdom,local
carletonincravenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
carlisle.gov.uk,exclude,GBR_united_kingdom,local
carltoncolvilletowncouncil.gov.uk,exclude,GBR_united_kingdom,local
carltonlemoorlandparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
carltonminiott-pc.gov.uk,exclude,GBR_united_kingdom,local
carltonontrent-pc.gov.uk,exclude,GBR_united_kingdom,local
carltonparish.gov.uk,exclude,GBR_united_kingdom,local
carltonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
carltonscroopnormanton-pc.gov.uk,exclude,GBR_united_kingdom,local
carltonsparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
carltonwithchellington-pc.gov.uk,exclude,GBR_united_kingdom,local
carlyon-pc.gov.uk,exclude,GBR_united_kingdom,local
carmarthenshire.gov.uk,exclude,GBR_united_kingdom,local
carmarthentowncouncil.gov.uk,exclude,GBR_united_kingdom,local
carmen.gob.mx,exclude,MEX_mexico,local
carnbreaparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
carnforthtowncouncil.gov.uk,exclude,GBR_united_kingdom,local
carringtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
carsingtonhopton-pc.gov.uk,exclude,GBR_united_kingdom,local
carteblanche.no,subtree,NOR_norway,central
carterton-tc.gov.uk,exclude,GBR_united_kingdom,local
carthorpeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
cartmelfell-pc.gov.uk,exclude,GBR_united_kingdom,local
carymoorparish.gov.uk,exclude,GBR_united_kingdom,local
casl.gov,subtree,USA_united_states,central
casnewydd.gov.uk,exclude,GBR_united_kingdom,local
cassington-pc.gov.uk,exclude,GBR_united_kingdom,local
cassopcumquarrington-pc.gov.uk,exclude,GBR_united_kingdom,local
castle-cary.gov.uk,exclude,GBR_united_kingdom,local
castleacreparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
castlebromwichpc.gov.uk,exclude,GBR_united_kingdom,local
castlebythampc.gov.uk,exclude,GBR_united_kingdom,local
castlecarrock-pc.gov.uk,exclude,GBR_united_kingdom,local
castlecombeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
castledonington-pc.gov.uk,exclude,GBR_united_kingdom,local
castleedenparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
castlegresleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
castlehedingham-pc.gov.uk,exclude,GBR_united_kingdom,local
castlemortonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
castlepoint.gov.uk,exclude,GBR_united_kingdom,local
castlerisingparish.gov.uk,exclude,GBR_united_kingdom,local
castlesowerby-pc.gov.uk,exclude,GBR_united_kingdom,local
castlethorpe-pc.gov.uk,exclude,GBR_united_kingdom,local
castletonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
castonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
castor-pc.gov.uk,exclude,GBR_united_kingdom,local
catamarca.gob.ar,exact,ARG_argentina,central-1
catastrodecoahuila.gob.mx,exact,MEX_mexico,central-1
catastroloscabos.gob.mx,exclude,MEX_mexico,local
catcliffeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
catcottparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
caterhamhill-pc.gov.uk,exclude,GBR_united_kingdom,local
catfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
catonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
catsfield-pc.gov.uk,exclude,GBR_united_kingdom,local
catshillandnorthmarlbrook-pc.gov.uk,exclude,GBR_united_kingdom,local
catterallparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
catterickparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
catton-pc.gov.uk,exclude,GBR_united_kingdom,local
catworthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
cauntonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
causeway.gov.uk,exclude,GBR_united_kingdom,local
causewaycoastandglens.gov.uk,exclude,GBR_united_kingdom,local
cavc.gov,subtree,USA_united_states,central
caversfield-pc.gov.uk,exclude,GBR_united_kingdom,local
caverswallparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
cawstonnorfolk-pc.gov.uk,exclude,GBR_united_kingdom,local
cawstonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
cawthorneparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
caxtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
caynhamparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
caythorpeandfriestonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
caythorpeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
caytonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
cba.gob.ar,exact,ARG_argentina,central-1
cbca.gov,subtree,USA_united_states,central
cbhc.gov.uk,exact,GBR_united_kingdom,central-1
cbi-epa.gov,subtree,USA_united_states,central
cbo.gov,subtree,USA_united_states,central
cbonews.gov,subtree,USA_united_states,central
cbp.gov,subtree,USA_united_states,central
ccac.gov,subtree,USA_united_states,central
ccb.gov,subtree,USA_united_states,central
cccedomex.gob.mx,exact,MEX_mexico,central-1
ccmc.gov.in,exclude,IND_india,local
ccpur.gov.in,exclude,IND_india,local
cctnsup.gov.in,exact,IND_india,central-1
cdc.gov,subtree,USA_united_states,central
cdcpartners.gov,subtree,USA_united_states,central
cdcredit.gov.cn,exclude,CHN_china,local
cddrc.gov.cn,exclude,CHN_china,local
cddx.gov.cn,exclude,CHN_china,local
cdepb.gov.cn,exclude,CHN_china,local
cdfgj.gov.cn,exclude,CHN_china,local
cdfifund.gov,subtree,USA_united_states,central
cdgh.gov.cn,exclude,CHN_china,local
cdgzw.gov.cn,exclude,CHN_china,local
cdhrss.gov.cn,exclude,CHN_china,local
cdmx.gob.mx,exact,MEX_mexico,central-1
cdo.gov,subtree,USA_united_states,central
cdobregon.gob.mx,exclude,MEX_mexico,local
cdsga.gov.cn,exclude,CHN_china,local
cdsgjj.gov.cn,exclude,CHN_china,local
cdta.gov.cn,exclude,CHN_china,local
cdzfgjj.gov.cn,exclude,CHN_china,local
ce-ncsc.gov,subtree,USA_united_states,central
ce.gov.br,exact,BRA_brazil,central-1
cea.fr,subtree,FRA_france,central
ceaqueretaro.gob.mx,exact,MEX_mexico,central-1
cebaf.gov,subtree,USA_united_states,central
cecc.gov,subtree,USA_united_states,central
cefc-pc.gov.uk,exclude,GBR_united_kingdom,local
cefil.fr,subtree,FRA_france,central
cefncommunitycouncil.gov.uk,exclude,GBR_united_kingdom,local
cendi.gov,subtree,USA_united_states,central
census.gov,subtree,USA_united_states,central
centralbedfordshire.gov.uk,exclude,GBR_united_kingdom,local
centrallondonforward.gov.uk,exclude,GBR_united_kingdom,local
centralscotland-vjb.gov.uk,exclude,GBR_united_kingdom,local
centralscotlandfire.gov.uk,exclude,GBR_united_kingdom,local
centralswindonnorth-pc.gov.uk,exclude,GBR_united_kingdom,local
cepii.fr,subtree,FRA_france,central
ceredigion.gov.uk,exclude,GBR_united_kingdom,local
cernevalleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
cesba.gob.ar,exact,ARG_argentina,central-1
cescdmx.gob.mx,exact,MEX_mexico,central-1
cesp-yucatan.gob.mx,exact,MEX_mexico,central-1
cespcampeche.gob.mx,exact,MEX_mexico,central-1
cespe.gob.mx,exact,MEX_mexico,central-1
cespnay.gob.mx,exact,MEX_mexico,central-1
cespt.gob.mx,exact,MEX_mexico,central-1
cfa.gov,subtree,USA_united_states,central
cfius.gov,subtree,USA_united_states,central
cfo.gov,subtree,USA_united_states,central
cfpa.gov,subtree,USA_united_states,central
cfpb.gov,subtree,USA_united_states,central
cftc.gov,subtree,USA_united_states,central
cfzwfw.gov.cn,exclude,CHN_china,local
cg.gov.in,exact,IND_india,central-1
cgeprocurement.gov.in,exact,IND_india,central-1
cgg.gov.in,exact,IND_india,central-1
cgstate.gov.in,exact,IND_india,central-1
chacewater-pc.gov.uk,exclude,GBR_united_kingdom,local
chacewaterparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
chaco.gob.ar,exact,ARG_argentina,central-1
chaddesleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
chaddleworthparish.gov.uk,exclude,GBR_united_kingdom,local
chadlingtonparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
chadwickend-pc.gov.uk,exclude,GBR_united_kingdom,local
chagfordparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
chaileyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
chaldonherringparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
chaldonvillagecouncil.gov.uk,exclude,GBR_united_kingdom,local
chaleparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
chalfontstgiles-pc.gov.uk,exclude,GBR_united_kingdom,local
chalfontstpeter-pc.gov.uk,exclude,GBR_united_kingdom,local
chalford-glos.gov.uk,exclude,GBR_united_kingdom,local
chalgrave-pc.gov.uk,exclude,GBR_united_kingdom,local
challenge.gov,subtree,USA_united_states,central
challockparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
chalton-pc.gov.uk,exclude,GBR_united_kingdom,local
chalvingtonwithripe-pc.gov.uk,exclude,GBR_united_kingdom,local
chancheng.gov.cn,exclude,CHN_china,local
chandigarh.gov.in,exact,IND_india,central-1
chandlersford-pc.gov.uk,exclude,GBR_united_kingdom,local
changeofaddress.gov,subtree,USA_united_states,central
changzhou.gov.cn,exclude,CHN_china,local
chapelparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
chapmansladeparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
chard.gov.uk,exclude,GBR_united_kingdom,local
chardstock-pc.gov.uk,exclude,GBR_united_kingdom,local
charfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charingkentparish.gov.uk,exclude,GBR_united_kingdom,local
charingparish.gov.uk,exclude,GBR_united_kingdom,local
charlbury-tc.gov.uk,exclude,GBR_united_kingdom,local
charlesworthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charlton-pc.gov.uk,exclude,GBR_united_kingdom,local
charlton-worcestershire-pc.gov.uk,exclude,GBR_united_kingdom,local
charltonhayesparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charltonkingsparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charltonmarshallparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charltonnorthwilts-pc.gov.uk,exclude,GBR_united_kingdom,local
charltononotmoor-pc.gov.uk,exclude,GBR_united_kingdom,local
charlwoodparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charminsterparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charmouthparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charndon-pc.gov.uk,exclude,GBR_united_kingdom,local
charneybassett-pc.gov.uk,exclude,GBR_united_kingdom,local
charnockrichardparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charnwood.gov.uk,exclude,GBR_united_kingdom,local
charsfieldparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
chartham-pc.gov.uk,exclude,GBR_united_kingdom,local
chartsutton-pc.gov.uk,exclude,GBR_united_kingdom,local
charvalleyparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charvilparishcouncil.gov.uk,exclude,GBR_united_kingdom,local
charweltonparish.gov.uk,exclude,GBR_united_kingdom,local
chatburn-pc.gov.uk,exclude,GBR_united_kingdom,local
